Timestamp,Total,Syracuse - Alpha Chi Omega,Syracuse - Alpha Epsilon Phi,Syracuse - Alpha Gamma Delta,Syracuse - Alpha Phi,Syracuse - Alpha Xi Delta,Syracuse - Delta Delta Delta,Syracuse - Delta Gamma,Syracuse - Delta Phi Epsilon,Syracuse - Fall Pledge Class 2025,Syracuse - Gamma Phi Beta,Syracuse - Kappa Alpha Theta,Syracuse - Kappa Kappa Gamma,Syracuse - Phi Sigma Sigma,Syracuse - Sigma Delta Tau
2026-04-12 17:23:09,59384.81,4423.85,1837.29,379.50,7695.58,1257.76,4964.88,2907.06,1371.63,7067.15,5092.51,2948.84,11659.25,1371.25,2913.50
2026-04-12 17:23:39,59475.56,4423.85,1837.29,379.50,7695.58,1272.76,4964.88,2907.06,1371.63,7067.15,5118.26,2948.84,11709.25,1371.25,2913.50
2026-04-12 17:24:10,59650.66,4423.85,1857.89,379.50,7695.58,1272.76,5016.38,2907.06,1371.63,7067.15,5118.26,2948.84,11812.25,1371.25,2913.50
2026-04-12 17:24:40,59752.91,4423.85,1857.89,379.50,7695.58,1272.76,5016.38,2907.06,1448.88,7067.15,5118.26,2948.84,11812.25,1371.25,2938.50
2026-04-12 17:25:10,59828.66,4423.85,1857.89,379.50,7695.58,1272.76,5016.38,2907.06,1448.88,7067.15,5118.26,2948.84,11862.25,1397.00,2938.50
2026-04-12 17:25:41,59903.66,4423.85,1857.89,379.50,7695.58,1272.76,5016.38,2907.06,1448.88,7067.15,5118.26,2948.84,11937.25,1397.00,2938.50
2026-04-12 17:26:11,60006.66,4423.85,1857.89,379.50,7695.58,1272.76,5119.38,2907.06,1448.88,7067.15,5118.26,2948.84,11937.25,1397.00,2938.50
2026-04-12 17:26:41,60042.71,4423.85,1857.89,379.50,7695.58,1272.76,5129.68,2907.06,1448.88,7067.15,5118.26,2948.84,11963.00,1397.00,2938.50
2026-04-12 17:27:11,60067.71,4423.85,1857.89,379.50,7695.58,1272.76,5129.68,2907.06,1473.88,7067.15,5118.26,2948.84,11963.00,1397.00,2938.50
2026-04-12 17:27:41,60282.21,4423.85,1857.89,379.50,7695.58,1272.76,5289.18,2907.06,1473.88,7067.15,5173.26,2948.84,11963.00,1397.00,2938.50
2026-04-12 17:28:12,61388.71,4423.85,1857.89,379.50,7695.58,1272.76,5340.68,2907.06,1473.88,7067.15,5188.26,2948.84,12993.00,1397.00,2938.50
2026-04-12 17:28:42,61593.21,4423.85,1857.89,379.50,7695.58,1272.76,5340.68,2907.06,1473.88,7067.15,5342.76,2948.84,13018.00,1422.00,2938.50
2026-04-12 17:29:12,61918.21,4423.85,1907.89,379.50,7695.58,1272.76,5365.68,2907.06,1473.88,7317.15,5342.76,2948.84,13018.00,1422.00,2938.50
2026-04-12 17:29:42,62093.96,4423.85,1907.89,379.50,7695.58,1272.76,5365.68,2907.06,1473.88,7317.15,5342.76,2948.84,13193.75,1422.00,2938.50
2026-04-12 17:30:13,62136.41,4423.85,1907.89,379.50,7721.33,1272.76,5365.68,2907.06,1473.88,7317.15,5352.76,2948.84,13200.45,1422.00,2938.50
2026-04-12 17:30:43,62637.91,4423.85,1959.39,379.50,8171.33,1272.76,5365.68,2907.06,1473.88,7317.15,5352.76,2948.84,13200.45,1422.00,2938.50
2026-04-12 17:31:13,62837.91,4423.85,1959.39,379.50,8171.33,1272.76,5390.68,3007.06,1473.88,7317.15,5352.76,2948.84,13200.45,1472.00,2938.50
2026-04-12 17:31:43,63189.41,4423.85,1959.39,379.50,8222.83,1272.76,5390.68,3007.06,1473.88,7317.15,5352.76,2948.84,13250.45,1472.00,3188.50
2026-04-12 17:32:14,63500.56,4423.85,2010.89,379.50,8222.83,1277.91,5390.68,3007.06,1525.38,7317.15,5377.76,2948.84,13428.45,1472.00,3188.50
2026-04-12 17:32:44,63852.01,4423.85,2010.89,379.50,8222.83,1304.91,5390.68,3007.06,1525.38,7317.15,5377.76,2948.84,13737.45,1487.45,3446.00
2026-04-12 17:33:14,64299.66,4423.85,2010.89,379.50,8222.83,1384.91,5390.68,3007.06,1525.38,7317.15,5382.91,2948.84,13842.45,1487.45,3446.00
2026-04-12 17:33:44,64528.71,4448.85,2025.89,379.50,8325.83,1384.91,5390.68,3007.06,1525.38,7317.15,5393.21,2948.84,13918.20,1487.45,3446.00
2026-04-12 17:34:15,64726.00,4448.85,2044.43,379.50,8325.83,1384.91,5390.68,3007.06,1525.38,7317.15,5496.21,2948.84,13943.95,1487.45,3496.00
2026-04-12 17:34:45,64881.15,4448.85,2044.43,379.50,8325.83,1384.91,5390.68,3007.06,1525.38,7317.15,5501.36,2948.84,13943.95,1487.45,3646.00
2026-04-12 17:35:15,65201.15,4448.85,2044.43,379.50,8325.83,1384.91,5397.68,3007.06,1535.38,7317.15,5604.36,2948.84,13993.95,1487.45,3696.00
2026-04-12 17:35:45,65453.40,4448.85,2044.43,379.50,8325.83,1409.91,5397.68,3058.56,1535.38,7317.15,5604.36,2948.84,14093.95,1537.45,3696.00
2026-04-12 17:36:16,65810.90,4448.85,2044.43,379.50,8325.83,1667.41,5397.68,3058.56,1535.38,7317.15,5604.36,2948.84,14093.95,1537.45,3796.00
2026-04-12 17:36:46,65886.65,4448.85,2044.43,379.50,8325.83,1667.41,5447.68,3058.56,1535.38,7317.15,5630.11,2948.84,14093.95,1537.45,3796.00
2026-04-12 17:37:16,66063.90,4448.85,2094.43,379.50,8325.83,1693.16,5447.68,3058.56,1535.38,7317.15,5630.11,2948.84,14169.70,1537.45,3796.00
2026-04-12 17:37:46,66299.30,4448.85,2094.43,379.50,8325.83,1698.31,5447.68,3058.56,1535.38,7471.65,5630.11,2948.84,14169.70,1587.45,3821.75
2026-04-12 17:38:17,67002.01,4448.85,2094.43,379.50,8325.83,1698.31,5447.68,3058.56,1560.38,7471.65,5650.71,2948.84,14326.81,1587.45,3821.75
2026-04-12 17:38:47,67355.01,4448.85,2094.43,379.50,8325.83,1698.31,5697.68,3161.56,1560.38,7471.65,5650.71,2948.84,14326.81,1587.45,3821.75
2026-04-12 17:40:18,67405.01,4448.85,2094.43,379.50,8325.83,1698.31,5697.68,3161.56,1560.38,7471.65,5700.71,2948.84,14326.81,1587.45,3821.75
2026-04-12 17:40:48,67455.01,4448.85,2094.43,379.50,8325.83,1698.31,5697.68,3161.56,1560.38,7471.65,5700.71,2948.84,14326.81,1587.45,3871.75
2026-04-12 17:41:48,67515.01,4448.85,2094.43,379.50,8325.83,1698.31,5697.68,3161.56,1560.38,7471.65,5750.71,2948.84,14336.81,1587.45,3871.75
2026-04-12 17:42:19,67525.01,4448.85,2099.43,379.50,8325.83,1698.31,5697.68,3161.56,1565.38,7471.65,5750.71,2948.84,14336.81,1587.45,3871.75
2026-04-12 17:42:49,68220.26,4448.85,2099.43,379.50,8325.83,1698.31,5697.68,3161.56,1565.38,7471.65,5750.71,2948.84,15032.06,1587.45,3871.75
2026-04-12 17:43:19,68326.76,4448.85,2099.43,379.50,8325.83,1698.31,5697.68,3161.56,1565.38,7471.65,5832.21,2948.84,15032.06,1587.45,3871.75
2026-04-12 17:43:49,68581.26,4448.85,2099.43,379.50,8325.83,1798.31,5749.18,3161.56,1565.38,7471.65,5832.21,2948.84,15135.06,1587.45,3871.75
2026-04-12 17:44:50,68744.26,4498.85,2099.43,379.50,8325.83,1798.31,5749.18,3161.56,1565.38,7471.65,5842.21,2948.84,15135.06,1587.45,3974.75
2026-04-12 17:45:20,68898.01,4498.85,2099.43,379.50,8325.83,1798.31,5759.18,3264.56,1570.38,7471.65,5842.21,2948.84,15170.81,1587.45,3974.75
2026-04-12 17:45:50,69370.31,4498.85,2099.43,379.50,8325.83,1798.31,5759.18,3269.56,1570.38,7692.65,6048.21,2948.84,15186.11,1587.45,3974.75
2026-04-12 17:46:51,69817.31,4498.85,2099.43,379.50,8335.83,1798.31,5784.18,3269.56,1570.38,7692.65,6073.96,2948.84,15469.36,1690.45,3974.75
2026-04-12 17:47:21,70317.31,4498.85,2099.43,379.50,8335.83,1798.31,5784.18,3269.56,1570.38,8192.65,6073.96,2948.84,15469.36,1690.45,3974.75
2026-04-12 17:48:22,70393.06,4498.85,2099.43,379.50,8335.83,1798.31,5784.18,3269.56,1570.38,8192.65,6099.71,2948.84,15519.36,1690.45,3974.75
2026-04-12 17:48:52,70572.56,4498.85,2099.43,379.50,8335.83,1798.31,5784.18,3269.56,1570.38,8192.65,6254.21,2948.84,15544.36,1690.45,3974.75
2026-04-12 17:49:22,71137.56,4498.85,2099.43,379.50,8335.83,1798.31,5784.18,3269.56,1570.38,8192.65,6254.21,2948.84,16109.36,1690.45,3974.75
2026-04-12 17:49:52,71369.56,4498.85,2099.43,379.50,8335.83,1798.31,5784.18,3372.56,1570.38,8217.65,6357.21,2948.84,16110.36,1690.45,3974.75
2026-04-12 17:50:23,71374.56,4498.85,2099.43,379.50,8335.83,1798.31,5784.18,3372.56,1570.38,8217.65,6357.21,2948.84,16115.36,1690.45,3974.75
2026-04-12 17:50:53,71624.56,4498.85,2099.43,379.50,8335.83,1798.31,5784.18,3372.56,1570.38,8217.65,6357.21,2948.84,16365.36,1690.45,3974.75
2026-04-12 17:51:23,71817.06,4498.85,2135.43,379.50,8335.83,1798.31,5784.18,3372.56,1570.38,8217.65,6357.21,2948.84,16521.86,1690.45,3974.75
2026-04-12 17:51:53,72095.81,4550.35,2135.43,379.50,8335.83,1798.31,5835.68,3372.56,1570.38,8217.65,6357.21,2948.84,16697.61,1690.45,3974.75
2026-04-12 17:52:24,72250.31,4550.35,2135.43,379.50,8335.83,1798.31,5887.18,3372.56,1570.38,8217.65,6408.71,2948.84,16697.61,1741.95,3974.75
2026-04-12 17:52:54,72855.46,4550.35,2160.43,379.50,8335.83,1798.31,5887.18,3372.56,1570.38,8217.65,6458.71,2948.84,16707.61,1747.10,3974.75
2026-04-12 17:53:24,73079.06,4570.95,2160.43,379.50,8335.83,1798.31,5887.18,3372.56,1570.38,8217.65,6458.71,2948.84,16910.61,1747.10,3974.75
2026-04-12 17:53:54,73340.06,4620.95,2160.43,379.50,8335.83,1798.31,5887.18,3372.56,1570.38,8217.65,6458.71,2948.84,16915.61,1747.10,4077.75
2026-04-12 17:54:24,73641.56,4620.95,2160.43,379.50,8335.83,1798.31,5887.18,3372.56,1570.38,8467.65,6458.71,2948.84,16967.11,1747.10,4077.75
2026-04-12 17:54:55,73769.56,4620.95,2160.43,379.50,8335.83,1798.31,5887.18,3372.56,1570.38,8467.65,6458.71,2948.84,17095.11,1747.10,4077.75
2026-04-12 17:55:25,74138.86,4620.95,2160.43,379.50,8335.83,1798.31,6144.68,3372.56,1570.38,8467.65,6469.01,2948.84,17095.11,1747.10,4127.75
2026-04-12 17:55:55,74214.61,4620.95,2160.43,379.50,8335.83,1798.31,6144.68,3372.56,1570.38,8467.65,6469.01,2948.84,17170.86,1747.10,4127.75
2026-04-12 17:56:26,76059.32,4620.95,2211.93,379.50,8335.83,1798.31,6169.68,3372.56,1570.38,8467.65,6479.01,2948.84,18206.01,1747.10,4127.75
2026-04-12 17:56:56,79615.32,4620.95,2211.93,379.50,8335.83,1798.31,6169.68,3372.56,1570.38,8467.65,6539.01,2948.84,21702.01,1747.10,4127.75
2026-04-12 17:57:26,79741.07,4620.95,2211.93,379.50,8335.83,1798.31,6269.68,3372.56,1570.38,8467.65,6564.76,2948.84,21702.01,1747.10,4127.75
2026-04-12 17:58:26,79894.07,4620.95,2211.93,379.50,8335.83,1798.31,6269.68,3372.56,1570.38,8467.65,6717.76,2948.84,21702.01,1747.10,4127.75
2026-04-12 17:58:57,80156.57,4620.95,2211.93,379.50,8335.83,1798.31,6269.68,3372.56,1570.38,8467.65,6774.26,2948.84,21908.01,1747.10,4127.75
2026-04-12 17:59:27,81156.57,4620.95,2211.93,379.50,8335.83,1798.31,6269.68,3372.56,1570.38,8467.65,6774.26,2948.84,21908.01,1747.10,5127.75
2026-04-12 17:59:57,81279.87,4620.95,2211.93,379.50,8335.83,1798.31,6269.68,3372.56,1570.38,8519.15,6794.56,2948.84,21959.51,1747.10,5127.75
2026-04-12 18:00:27,81482.87,4620.95,2211.93,379.50,8335.83,1798.31,6269.68,3372.56,1570.38,8519.15,6997.56,2948.84,21959.51,1747.10,5127.75
2026-04-12 18:00:58,81894.02,4723.95,2211.93,379.50,8638.83,1798.31,6269.68,3372.56,1570.38,8519.15,6997.56,2948.84,21964.66,1747.10,5127.75
2026-04-12 18:01:28,82094.02,4723.95,2211.93,379.50,8638.83,1798.31,6269.68,3372.56,1570.38,8619.15,6997.56,2948.84,22064.66,1747.10,5127.75
2026-04-12 18:01:58,82231.57,4723.95,2211.93,379.50,8638.83,1798.31,6269.68,3372.56,1570.38,8629.45,7074.81,2948.84,22114.66,1747.10,5127.75
2026-04-12 18:02:28,82281.57,4773.95,2211.93,379.50,8638.83,1798.31,6269.68,3372.56,1570.38,8629.45,7074.81,2948.84,22114.66,1747.10,5127.75
2026-04-12 18:02:59,82757.82,4773.95,2211.93,379.50,8688.83,1798.31,6269.68,3372.56,1570.38,8654.45,7100.56,2948.84,22372.16,1747.10,5127.75
2026-04-12 18:03:29,83294.07,4823.95,2211.93,379.50,8688.83,1798.31,6321.18,3372.56,1570.38,8654.45,7332.31,2948.84,22575.16,1747.10,5127.75
2026-04-12 18:04:00,83345.57,4823.95,2211.93,379.50,8688.83,1798.31,6321.18,3372.56,1570.38,8654.45,7332.31,2948.84,22575.16,1798.60,5127.75
2026-04-12 18:04:30,83471.32,4823.95,2211.93,379.50,8688.83,1798.31,6321.18,3372.56,1570.38,8654.45,7458.06,2948.84,22575.16,1798.60,5127.75
2026-04-12 18:05:23,84591.47,4823.95,2211.93,379.50,8688.83,1798.31,6321.18,3372.56,1580.38,8654.45,7458.06,2948.84,23635.31,1848.60,5127.75
2026-04-12 18:05:53,84667.22,4823.95,2211.93,379.50,8688.83,1798.31,6321.18,3372.56,1580.38,8654.45,7458.06,2948.84,23635.31,1898.60,5153.50
2026-04-12 18:15:48,88988.12,4923.95,2261.93,379.50,8817.58,1798.31,6321.18,3372.56,1580.38,8910.45,7519.81,2948.84,24897.06,2161.25,5353.50
2026-04-12 18:16:49,89038.12,4923.95,2261.93,379.50,8817.58,1798.31,6321.18,3372.56,1580.38,8910.45,7519.81,2948.84,24947.06,2161.25,5353.50
2026-04-12 18:17:19,89063.87,4923.95,2261.93,379.50,8817.58,1798.31,6321.18,3372.56,1580.38,8910.45,7519.81,2948.84,24947.06,2187.00,5353.50
2026-04-12 18:18:20,89196.87,4923.95,2261.93,379.50,8817.58,1798.31,6321.18,3402.56,1580.38,8910.45,7519.81,2948.84,24947.06,2290.00,5353.50
2026-04-12 18:18:50,89351.37,4923.95,2261.93,379.50,8817.58,1849.81,6321.18,3402.56,1580.38,8961.95,7571.31,2948.84,24947.06,2290.00,5353.50
2026-04-12 18:19:21,89652.87,4923.95,2261.93,379.50,8817.58,1849.81,6321.18,3402.56,1580.38,9013.45,7821.31,2948.84,24947.06,2290.00,5353.50
2026-04-12 18:19:51,89952.87,4923.95,2261.93,379.50,8817.58,1849.81,6321.18,3402.56,1580.38,9263.45,7821.31,2948.84,24947.06,2340.00,5353.50
2026-04-12 18:20:21,89977.87,4948.95,2261.93,379.50,8817.58,1849.81,6321.18,3402.56,1580.38,9263.45,7821.31,2948.84,24947.06,2340.00,5353.50
2026-04-12 18:21:22,90283.87,4948.95,2261.93,379.50,8817.58,1849.81,6321.18,3402.56,1580.38,9263.45,8027.31,2948.84,24947.06,2440.00,5353.50
2026-04-12 18:22:22,90308.87,4948.95,2261.93,379.50,8817.58,1849.81,6321.18,3402.56,1580.38,9288.45,8027.31,2948.84,24947.06,2440.00,5353.50
2026-04-12 18:23:53,90358.87,4948.95,2261.93,379.50,8867.58,1849.81,6321.18,3402.56,1580.38,9288.45,8027.31,2948.84,24947.06,2440.00,5353.50
2026-04-12 18:24:24,90369.17,4948.95,2261.93,379.50,8867.58,1849.81,6321.18,3402.56,1580.38,9288.45,8027.31,2948.84,24957.36,2440.00,5353.50
2026-04-12 18:25:24,90472.17,4948.95,2261.93,379.50,8867.58,1849.81,6321.18,3402.56,1580.38,9391.45,8027.31,2948.84,24957.36,2440.00,5353.50
2026-04-12 18:25:54,90482.47,4948.95,2261.93,379.50,8867.58,1849.81,6321.18,3402.56,1580.38,9391.45,8027.31,2948.84,24967.66,2440.00,5353.50
2026-04-12 18:26:55,90508.22,4948.95,2261.93,379.50,8893.33,1849.81,6321.18,3402.56,1580.38,9391.45,8027.31,2948.84,24967.66,2440.00,5353.50
2026-04-12 18:28:26,90559.72,4948.95,2261.93,379.50,8893.33,1849.81,6321.18,3402.56,1580.38,9391.45,8027.31,2948.84,25019.16,2440.00,5353.50
2026-04-12 18:28:56,90611.22,4948.95,2261.93,379.50,8893.33,1849.81,6321.18,3402.56,1580.38,9391.45,8027.31,2948.84,25070.66,2440.00,5353.50
2026-04-12 18:29:27,90711.22,4948.95,2261.93,379.50,8893.33,1849.81,6321.18,3402.56,1580.38,9491.45,8027.31,2948.84,25070.66,2440.00,5353.50
2026-04-12 18:30:27,90721.52,4948.95,2261.93,379.50,8893.33,1849.81,6321.18,3402.56,1580.38,9491.45,8027.31,2948.84,25070.66,2440.00,5363.80
2026-04-12 18:30:57,90771.52,4948.95,2261.93,379.50,8893.33,1849.81,6321.18,3402.56,1580.38,9491.45,8027.31,2948.84,25070.66,2440.00,5363.80
2026-04-12 18:31:28,90871.52,4948.95,2261.93,379.50,8893.33,1849.81,6321.18,3402.56,1580.38,9491.45,8127.31,2948.84,25070.66,2440.00,5363.80
2026-04-12 18:32:28,91180.52,4948.95,2261.93,379.50,8893.33,1849.81,6321.18,3402.56,1580.38,9491.45,8127.31,2948.84,25173.66,2543.00,5466.80
2026-04-12 18:33:29,91280.52,4948.95,2261.93,379.50,8993.33,1849.81,6321.18,3402.56,1580.38,9491.45,8127.31,2948.84,25173.66,2543.00,5466.80
2026-04-12 18:33:59,91332.02,4948.95,2261.93,379.50,8993.33,1901.31,6321.18,3402.56,1580.38,9491.45,8127.31,2948.84,25173.66,2543.00,5466.80
2026-04-12 18:34:30,91342.32,4948.95,2261.93,379.50,8993.33,1901.31,6321.18,3402.56,1580.38,9501.75,8127.31,2948.84,25173.66,2543.00,5466.80
2026-04-12 18:39:03,91352.32,4948.95,2261.93,379.50,8993.33,1901.31,6321.18,3402.56,1580.38,9501.75,8127.31,2948.84,25173.66,2553.00,5466.80
2026-04-12 18:39:33,91362.32,4948.95,2261.93,379.50,8993.33,1901.31,6321.18,3402.56,1580.38,9511.75,8127.31,2948.84,25173.66,2553.00,5466.80
2026-04-12 18:40:34,91438.82,4948.95,2261.93,379.50,8993.33,1901.31,6321.18,3402.56,1580.38,9511.75,8203.81,2948.84,25173.66,2553.00,5466.80
2026-04-12 18:41:35,91463.82,4973.95,2261.93,379.50,8993.33,1901.31,6321.18,3402.56,1580.38,9511.75,8203.81,2948.84,25173.66,2553.00,5466.80
2026-04-12 18:43:06,91539.57,4973.95,2261.93,429.50,8993.33,1901.31,6321.18,3428.31,1580.38,9511.75,8203.81,2948.84,25173.66,2553.00,5466.80
2026-04-12 18:44:07,91606.07,4973.95,2261.93,429.50,8993.33,1901.31,6321.18,3443.31,1580.38,9511.75,8203.81,2948.84,25173.66,2604.50,5466.80
2026-04-12 18:44:37,91709.07,4973.95,2261.93,532.50,8993.33,1901.31,6321.18,3443.31,1580.38,9511.75,8203.81,2948.84,25173.66,2604.50,5466.80
2026-04-12 18:46:08,91729.67,4973.95,2261.93,532.50,8993.33,1921.91,6321.18,3443.31,1580.38,9511.75,8203.81,2948.84,25173.66,2604.50,5466.80
2026-04-12 18:46:39,91794.67,4973.95,2261.93,532.50,8993.33,1921.91,6371.18,3443.31,1580.38,9511.75,8203.81,2948.84,25173.66,2619.50,5466.80
2026-04-12 18:47:09,92094.67,4973.95,2261.93,532.50,9043.33,1921.91,6371.18,3443.31,1580.38,9511.75,8453.81,2948.84,25173.66,2619.50,5466.80
2026-04-12 18:47:39,92197.67,4973.95,2261.93,532.50,9043.33,1921.91,6371.18,3546.31,1580.38,9511.75,8453.81,2948.84,25173.66,2619.50,5466.80
2026-04-12 18:48:10,92249.17,4999.70,2261.93,532.50,9069.08,1921.91,6371.18,3546.31,1580.38,9511.75,8453.81,2948.84,25173.66,2619.50,5466.80
2026-04-12 18:49:10,92300.67,4999.70,2261.93,532.50,9069.08,1921.91,6371.18,3546.31,1580.38,9563.25,8453.81,2948.84,25173.66,2619.50,5466.80
2026-04-12 18:49:41,92403.67,4999.70,2261.93,532.50,9069.08,1921.91,6371.18,3546.31,1580.38,9563.25,8453.81,2948.84,25276.66,2619.50,5466.80
2026-04-12 18:50:11,92413.67,4999.70,2261.93,532.50,9069.08,1921.91,6371.18,3546.31,1580.38,9563.25,8453.81,2948.84,25276.66,2619.50,5476.80
2026-04-12 18:52:12,92490.92,4999.70,2261.93,532.50,9069.08,1921.91,6422.68,3546.31,1580.38,9563.25,8479.56,2948.84,25276.66,2619.50,5476.80
2026-04-12 18:52:43,92640.92,4999.70,2261.93,532.50,9069.08,1921.91,6422.68,3546.31,1580.38,9563.25,8479.56,2948.84,25276.66,2719.50,5476.80
2026-04-12 18:53:43,92665.92,4999.70,2261.93,532.50,9069.08,1921.91,6422.68,3546.31,1580.38,9563.25,8479.56,2948.84,25276.66,2719.50,5501.80
2026-04-12 18:55:44,92703.00,4999.70,2261.93,532.50,9106.16,1921.91,6422.68,3546.31,1580.38,9563.25,8479.56,2948.84,25276.66,2719.50,5501.80
2026-04-12 18:56:15,92753.00,4999.70,2261.93,532.50,9106.16,1921.91,6422.68,3546.31,1580.38,9563.25,8479.56,2948.84,25276.66,2719.50,5501.80
2026-04-12 18:58:16,92778.00,4999.70,2261.93,532.50,9106.16,1921.91,6422.68,3546.31,1580.38,9563.25,8504.56,2948.84,25276.66,2719.50,5501.80
2026-04-12 19:00:17,92881.00,4999.70,2261.93,532.50,9106.16,1921.91,6422.68,3546.31,1580.38,9563.25,8504.56,2948.84,25379.66,2719.50,5501.80
2026-04-12 19:02:49,92931.00,4999.70,2261.93,532.50,9106.16,1921.91,6422.68,3546.31,1580.38,9563.25,8554.56,2948.84,25379.66,2719.50,5501.80
2026-04-12 19:03:49,92981.00,4999.70,2261.93,532.50,9106.16,1921.91,6422.68,3546.31,1580.38,9563.25,8554.56,2948.84,25379.66,2719.50,5501.80
2026-04-12 19:04:19,93017.05,4999.70,2261.93,532.50,9106.16,1921.91,6422.68,3546.31,1580.38,9563.25,8590.61,2948.84,25379.66,2719.50,5501.80
2026-04-12 19:04:50,93067.05,4999.70,2261.93,532.50,9106.16,1921.91,6422.68,3546.31,1580.38,9563.25,8590.61,2948.84,25379.66,2719.50,5551.80
2026-04-12 19:06:38,93217.05,4999.70,2261.93,532.50,9106.16,1921.91,6522.68,3546.31,1580.38,9563.25,8640.61,2948.84,25379.66,2719.50,5551.80
2026-04-12 19:07:38,93328.55,4999.70,2261.93,532.50,9106.16,1921.91,6574.18,3546.31,1580.38,9563.25,8650.61,2948.84,25429.66,2719.50,5551.80
2026-04-12 19:09:40,93481.55,5051.20,2261.93,532.50,9106.16,1971.91,6574.18,3546.31,1580.38,9563.25,8650.61,2948.84,25429.66,2719.50,5603.30
2026-04-12 19:10:41,93757.30,5051.20,2261.93,532.50,9106.16,1971.91,6574.18,3546.31,1580.38,9813.25,8650.61,2948.84,25455.41,2719.50,5603.30
2026-04-12 19:11:41,93878.59,5051.20,2261.93,532.50,9106.16,1971.91,6574.18,3546.31,1580.38,9813.25,8671.90,2948.84,25455.41,2719.50,5603.30
2026-04-12 19:12:11,94187.59,5051.20,2261.93,532.50,9106.16,1971.91,6574.18,3546.31,1580.38,9916.25,8671.90,2948.84,25661.41,2719.50,5603.30
2026-04-12 19:13:12,94244.09,5051.20,2313.43,532.50,9106.16,1971.91,6574.18,3546.31,1580.38,9916.25,8671.90,2948.84,25661.41,2724.50,5603.30
2026-04-12 19:13:42,94274.99,5051.20,2313.43,532.50,9106.16,1971.91,6574.18,3546.31,1580.38,9916.25,8677.05,2948.84,25687.16,2724.50,5603.30
2026-04-12 19:14:13,94300.74,5051.20,2313.43,532.50,9106.16,1971.91,6574.18,3546.31,1580.38,9916.25,8677.05,2948.84,25687.16,2750.25,5603.30
2026-04-12 19:14:43,94403.74,5051.20,2313.43,532.50,9106.16,1971.91,6574.18,3546.31,1580.38,10019.25,8677.05,2948.84,25687.16,2750.25,5603.30
2026-04-12 19:15:13,94453.74,5051.20,2313.43,532.50,9106.16,1971.91,6574.18,3546.31,1580.38,10019.25,8677.05,2948.84,25687.16,2800.25,5603.30
2026-04-12 19:15:43,94458.74,5051.20,2313.43,532.50,9106.16,1971.91,6574.18,3546.31,1585.38,10019.25,8677.05,2948.84,25687.16,2800.25,5603.30
2026-04-12 19:16:44,94661.74,5051.20,2313.43,532.50,9106.16,2071.91,6574.18,3546.31,1585.38,10019.25,8677.05,2948.84,25790.16,2800.25,5603.30
2026-04-12 19:17:14,94766.80,5051.20,2313.43,532.50,9106.16,2071.91,6574.18,3649.31,1585.38,10019.25,8677.05,2948.84,25792.22,2800.25,5603.30
2026-04-12 19:18:15,94816.80,5051.20,2313.43,582.50,9106.16,2071.91,6574.18,3649.31,1585.38,10019.25,8677.05,2948.84,25792.22,2800.25,5603.30
2026-04-12 19:18:45,95331.80,5051.20,2313.43,582.50,9106.16,2071.91,6574.18,3649.31,1585.38,10019.25,9192.05,2948.84,25792.22,2800.25,5603.30
2026-04-12 19:20:16,95483.30,5051.20,2313.43,634.00,9106.16,2071.91,6574.18,3649.31,1585.38,10019.25,9292.05,2948.84,25792.22,2800.25,5603.30
2026-04-12 19:21:47,95554.80,5051.20,2313.43,634.00,9106.16,2071.91,6574.18,3649.31,1585.38,10019.25,9312.05,2948.84,25843.72,2800.25,5603.30
2026-04-12 19:22:48,96104.80,5051.20,2313.43,634.00,9106.16,2071.91,6574.18,3649.31,1585.38,10019.25,9312.05,2948.84,25843.72,2800.25,5603.30
2026-04-12 19:26:50,96307.80,5051.20,2313.43,634.00,9106.16,2071.91,6574.18,3649.31,1585.38,10119.25,9312.05,2948.84,25946.72,2800.25,5603.30
2026-04-12 19:28:21,96359.30,5051.20,2313.43,634.00,9106.16,2071.91,6574.18,3649.31,1585.38,10119.25,9363.55,2948.84,25946.72,2800.25,5603.30
2026-04-12 19:28:51,96385.05,5051.20,2313.43,634.00,9131.91,2071.91,6574.18,3649.31,1585.38,10119.25,9363.55,2948.84,25946.72,2800.25,5603.30
2026-04-12 19:29:52,96495.35,5051.20,2313.43,634.00,9131.91,2071.91,6574.18,3649.31,1585.38,10219.25,9373.85,2948.84,25946.72,2800.25,5603.30
2026-04-12 19:30:22,96510.35,5051.20,2313.43,634.00,9131.91,2071.91,6589.18,3649.31,1585.38,10219.25,9373.85,2948.84,25946.72,2800.25,5603.30
2026-04-12 19:32:23,96610.35,5051.20,2313.43,634.00,9231.91,2071.91,6589.18,3649.31,1585.38,10219.25,9373.85,2948.84,25946.72,2800.25,5603.30
2026-04-12 19:33:54,96885.85,5051.20,2313.43,634.00,9231.91,2071.91,6589.18,3649.31,1585.38,10219.25,9631.35,2948.84,25964.72,2800.25,5603.30
2026-04-12 19:35:25,97011.60,5051.20,2313.43,634.00,9231.91,2071.91,6589.18,3649.31,1611.13,10219.25,9631.35,2948.84,26064.72,2800.25,5603.30
2026-04-12 19:36:26,97063.10,5051.20,2313.43,634.00,9231.91,2071.91,6589.18,3649.31,1611.13,10219.25,9631.35,2948.84,26064.72,2851.75,5603.30
2026-04-12 19:36:56,97068.25,5051.20,2318.58,634.00,9231.91,2071.91,6589.18,3649.31,1611.13,10219.25,9631.35,2948.84,26064.72,2851.75,5603.30
